가게명,카테고리,지번주소,도로명주소,전화번호,lon,lat,카카오_url,검색어,tm_x,tm_y,상권_코드,상권_코드_명,nearest_dist_m
레오폴트스튜디오,음식점 > 카페 > 전통찻집,서울 영등포구 양평동5가 88-4,서울 영등포구 양평로22길 11,,126.894468898197,37.5388426337118,http://place.map.kakao.com/1561964529,서교동 찻집,190673.1999999148,448820.4000007514,3110762,선유도역 1번,221.35672506171937
오가다 강동점,음식점 > 카페 > 전통찻집 > 오가다,서울 강동구 천호동 51-7,서울 강동구 양재대로 1517,070-8691-2459,127.14077210699976,37.5411809164635,http://place.map.kakao.com/782330247,길동 찻집,212441.00000000003,449084.0000000199,3111071,천동초등학교,188.60540820511227
지유명차 명일점,음식점 > 카페 > 전통찻집,서울 강동구 명일동 242-6,서울 강동구 상암로63길 43,02-455-1298,127.15396364072282,37.54848416526677,http://place.map.kakao.com/216215361,길동 찻집,213605.50000008216,449896.4000007316,3111086,한영중고,81.29335814069681
전통찻집 카페수요일,음식점 > 카페 > 전통찻집,서울 강동구 명일동 47-18,서울 강동구 동남로 891,02-3427-6767,127.1559370546503,37.55330371413975,http://place.map.kakao.com/16704632,길동 찻집,213779.00000008463,450431.6000007234,3120249,고덕역,83.92115344842564
수다마실,음식점 > 카페 > 전통찻집,서울 강동구 명일동 48-6,서울 강동구 동남로 885,010-5342-5301,127.15597644000532,37.55265314216527,http://place.map.kakao.com/564693036,길동 찻집,213782.59999999692,450359.4000000187,3120249,고덕역,121.06494123529876
오가다 서울강동경희대병원점,음식점 > 카페 > 전통찻집 > 오가다,서울 강동구 상일동 149,서울 강동구 동남로 892,02-440-8945,127.15762664874676,37.55355618253292,http://place.map.kakao.com/649855578,길동 찻집,213928.2500000826,450459.8700007229,3120249,고덕역,232.7915794467491
인사동전통찻집,음식점 > 카페 > 전통찻집,서울 강동구 상일동 242,서울 강동구 상일로7길 12-9,,127.171948336796,37.5503442322828,http://place.map.kakao.com/1061326492,길동 찻집,215194.39999997677,450105.6000000176,3111089,상일여고(상일초등학교),253.0840176824381
로네펠트티하우스 이케아강동점,음식점 > 카페,서울 강동구 고덕동 353-23,서울 강동구 고덕비즈밸리로 51,,127.157333362387,37.5666600295608,http://place.map.kakao.com/1945894423,고덕1동 티하우스,213899.89999996385,451914.2000000205,3111085,묘곡초등학교(고덕아이파크아파트),703.294141880994
담소원전통찻집,음식점 > 카페 > 전통찻집,서울 양천구 신월동 535-7,서울 양천구 신월로 185,,126.84334828296922,37.51949545804548,http://place.map.kakao.com/1965583237,신월3동 찻집,186151.5999999989,446679.4000000205,3130205,신곡종합시장(신월6동 골목시장),174.24499994645063
지유명차 마곡점,음식점 > 카페 > 전통찻집,서울 강서구 마곡동 728-159,서울 강서구 공항대로 206,02-2662-5634,126.830265032025,37.5588924878528,http://place.map.kakao.com/740368256,신월3동 찻집,185002.89999991187,451054.0000007143,3120118,마곡역(마곡),322.0888228049689
나연건강카페,음식점 > 카페 > 전통찻집,서울 강서구 화곡동 798-19,서울 강서구 곰달래로55길 18,,126.860691736529,37.5328484045514,http://place.map.kakao.com/1523425355,신월3동 찻집,187686.9999998879,448159.00000076287,3130221,"남부골목시장(남부화곡시장, 남부시장)",25.96150926710602
티오르카페,음식점 > 카페,서울 강서구 마곡동 773,서울 강서구 마곡중앙로 76,010-4264-0325,126.827507936999,37.5603949572859,http://place.map.kakao.com/699398417,신월3동 티카페,184759.5999999263,451221.2000007058,3120118,마곡역(마곡),72.93284622468855
지유명차 화곡점,음식점 > 카페 > 전통찻집,서울 강서구 화곡동 1128-2,서울 강서구 까치산로28길 6,010-4939-5634,126.85411195400609,37.55355442115979,http://place.map.kakao.com/505478075,신월5동 찻집,187108.99999992308,450458.00000072265,3110669,화곡보람2차아파트,70.57620066131466
오가다 서울목동파라곤점,음식점 > 카페 > 전통찻집 > 오가다,서울 양천구 목동 917,서울 양천구 목동서로 155,02-2652-0543,126.87517684334296,37.52951107803039,http://place.map.kakao.com/1853130760,고척2동 찻집,188966.79999993223,447786.80000076175,3120114,목동신시가지,182.5548677163933
대운차향,음식점 > 카페 > 전통찻집,서울 양천구 목동 788-12,서울 양천구 목동중앙서로7가길 38,,126.864111790908,37.5335497636631,http://place.map.kakao.com/1088281740,화곡6동 찻집,187989.39999991603,448236.4000007532,3120111,목동사거리,206.26516977937888
차연,음식점 > 카페 > 전통찻집,서울 관악구 신림동 1516-10,서울 관악구 호암로26길 71,02-883-3479,126.937567586912,37.470299573795,http://place.map.kakao.com/16091771,삼성산자연공원 찻집,194477.19999993572,441209.6000008579,3120158,녹두거리(대학동),49.21991458013433
티소트,음식점 > 카페,서울 강서구 화곡동 341-92,서울 강서구 강서로12길 15,,126.84773054332,37.531724173686,http://place.map.kakao.com/1769490368,화곡8동 티카페,186541.2000000161,448036.0000000256,3130219,까치산시장,114.58202300684478
오설록티하우스 현대백화점 목동점,음식점 > 카페 > 오설록 티하우스,서울 양천구 목동 916,서울 양천구 목동동로 257,02-2163-2072,126.8749903924984,37.526667320799326,http://place.map.kakao.com/18629848,목1동 티카페,188949.9000000029,447471.20000001945,3120113,오목교역,308.8783741410413
차마시는뜰 (휴업중),음식점 > 카페 > 전통찻집,서울 송파구 오금동 164,서울 송파구 동남로 272,010-9680-0688,127.1364310483756,37.49986964923044,http://place.map.kakao.com/8082652,문정1동 찻집,212063.99999999712,444498.40000002267,3111038,보인중학교,233.508372445274
지유명차 송파점,음식점 > 카페 > 전통찻집,서울 송파구 오금동 46-1,서울 송파구 오금로35길 12,0507-1307-0618,127.12713562184528,37.50417691274213,http://place.map.kakao.com/77969319,문정1동 찻집,211241.39999999947,444975.30000002106,3111022,석촌중학교(방이육교),264.3354876018632
람가헌,음식점 > 카페 > 전통찻집,서울 송파구 장지동 362-2,서울 송파구 위례순환로 478,02-543-5634,127.13407831675734,37.4774624915802,http://place.map.kakao.com/9786388,문정1동 찻집,211859.50000007148,442011.2000008472,3111028,문현중학교(장지역 1번),768.1810263651362
청복 보이차,음식점 > 카페 > 전통찻집,서울 송파구 장지동 880-1,서울 송파구 위례광장로 199,02-2088-3546,127.142787136809,37.4817005434945,http://place.map.kakao.com/1460857382,문정1동 찻집,212629.10000007533,442482.7000008366,3111033,문정동성당,1077.395980594037
슬기네찻집,음식점 > 카페 > 전통찻집,서울 송파구 거여동 579,서울 송파구 성내천로63길 8,02-431-7737,127.157499697026,37.4902279023889,http://place.map.kakao.com/27262857,문정1동 찻집,213928.80000005235,443431.2000008224,3111047,마천1치안센터,707.8701002657807
유정임보이차,음식점 > 카페 > 전통찻집,서울 관악구 봉천동 181-7,서울 관악구 남부순환로248길 68,0503-7150-7963,126.965992559806,37.4731367418585,http://place.map.kakao.com/1215762160,대학동 찻집,196991.79999995735,441523.2000000176,3130295,인헌시장(원당종합시장),138.39320790436588
오가다 대한무역투자진흥공사점,음식점 > 카페 > 전통찻집 > 오가다,서울 서초구 염곡동 300-6,서울 서초구 헌릉로 7,02-3497-1070,127.04405409187451,37.46539013686462,http://place.map.kakao.com/1915638216,양재2동 찻집,203897.29999999853,440663.8000000228,3110942,염곡동 구룡사(포이동성당),492.8309344788117
당신의보이차,음식점 > 카페 > 전통찻집,서울 강남구 역삼동 835-33,서울 강남구 도곡로11길 10,,127.035769609851,37.4915519400015,http://place.map.kakao.com/1110191152,양재2동 찻집,203163.3000000034,443567.1000000169,3110963,역삼월드메르디앙아파트,159.07388219192916
웰빙찻집 다정다감,음식점 > 카페 > 전통찻집,서울 서초구 신원동 607,서울 서초구 청계산로 189,02-579-5280,127.05528538210122,37.44834906968367,http://place.map.kakao.com/2073821355,양재2동 찻집,204892.0000000002,438773.0000000252,3110947,청계산입구역 2번(내곡동주민센터),373.03753163754624
오가다 서울대치점,음식점 > 카페 > 전통찻집 > 오가다,서울 강남구 대치동 919,서울 강남구 역삼로64길 9,02-6101-1910,127.05309305692876,37.50043628813387,http://place.map.kakao.com/1380572856,매봉역 찻집,204694.75000002555,444553.87000081,3120211,도성초등학교,59.98165858825509
예향,음식점 > 카페 > 전통찻집,서울 강남구 역삼동 823,서울 강남구 테헤란로 124,010-5009-8874,127.031619337256,37.4987656833544,http://place.map.kakao.com/16301232,매봉역 찻집,202795.9999999995,444367.60000080976,3120189,강남역,366.8061616363749
무미다점 바이 이스턴에디션,음식점 > 카페 > 전통찻집,서울 강남구 논현동 85-8,서울 강남구 언주로133길 17,,127.033857239577,37.5160643582198,http://place.map.kakao.com/1191441011,논현2동 찻집,202993.20000002527,446287.60000002105,3120196,서울세관,155.01548308724796
티하우스 절기,음식점 > 카페 > 전통찻집,서울 강남구 역삼동 681-16,서울 강남구 봉은사로 306,0507-1327-6475,127.04065273431,37.5090974528202,http://place.map.kakao.com/1847225466,논현2동 찻집,203594.30000002653,445514.6000007947,3120199,경복아파트교차로,190.1127302485736
선릉마실길,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 140,서울 강남구 선릉로 530,02-557-2226,127.047569922389,37.5069811123957,http://place.map.kakao.com/16587715,논현2동 찻집,204206.00000002937,445280.0000007991,3120210,선릉역,306.811017421203
하모니,음식점 > 카페 > 전통찻집,서울 강남구 논현동 202-9,서울 강남구 봉은사로 123,,127.027143520445,37.5055567760198,http://place.map.kakao.com/19337771,논현2동 찻집,202400.00000003772,445121.2000008008,3120187,신논현역,175.29871678728406
라오상하이 찻집 논현점,음식점 > 카페,서울 강남구 논현동 209-5,서울 강남구 학동로38길 6,02-511-5473,127.034304480806,37.5145577509229,http://place.map.kakao.com/1279938028,논현2동 찻집,203032.80000003005,446120.400000785,3120196,서울세관,125.81017391313912
로네펠트티하우스 선릉점,음식점 > 카페,서울 강남구 삼성동 142-21,서울 강남구 테헤란로69길 13,02-553-7949,127.0522295087066,37.50678092294778,http://place.map.kakao.com/407326929,논현2동 티하우스,204618.00000003053,445258.0000008003,3120210,선릉역,350.1385445809307
앨리스스튜디오&티카페,음식점 > 카페 > 테마카페,서울 강남구 논현동 211-21,서울 강남구 언주로 641,070-4272-5108,127.034860703041,37.5139413014008,http://place.map.kakao.com/2073991428,논현2동 티카페,203082.00000002325,446052.000000791,3120196,서울세관,159.8905868222927
지유명차 서초점,음식점 > 카페 > 전통찻집,서울 서초구 서초동 1487-23,서울 서초구 명달로8길 17,02-522-5634,127.00613927801612,37.48181639622053,http://place.map.kakao.com/955634973,역삼1동 찻집,200543.0000000036,442486.00000084046,3110926,신중초등학교,167.58579903280298
다원식품,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 서초구 서초동 1552-11,서울 서초구 반포대로28길 21-9,,127.009344613295,37.4910677383446,http://place.map.kakao.com/8304346,역삼1동 다원,200826.40000004665,443512.8000008214,3120169,서초역,79.76590708806445
최찻집,음식점 > 카페,서울 서초구 방배동 456-1,서울 서초구 방배천로16길 18,02-6338-6978,126.983524546702,37.48194425129847,http://place.map.kakao.com/1770009288,사당1동 찻집,198542.80000000223,442500.30000002414,3110905,방배노인종합복지관(이수중학교),224.65558083359036
콰이어트 크림티,음식점 > 카페,서울 송파구 삼전동 2-4,서울 송파구 삼전로12길 7,02-6402-0228,127.09103817476976,37.50644473983687,http://place.map.kakao.com/1140044495,삼전동 티카페,208049.40000005,445223.3000008015,3111006,석촌고분역 1번,310.4742344334736
티의수채화,음식점 > 카페,서울 강남구 일원동 687,서울 강남구 일원로 53,010-8332-7275,127.081808615442,37.4892575908143,http://place.map.kakao.com/540877577,일원1동 티카페,207235.0000000521,443315.0000008325,3110997,대청초등학교,353.59864189704746
노스티 상일점,음식점 > 카페 > 커피전문점,서울 강동구 상일동 270,서울 강동구 상일로7길 11,02-6949-2075,127.17228215875468,37.54984549413008,http://place.map.kakao.com/1500965209,상일동 티카페,215224.00000009208,450050.3000007287,3111089,상일여고(상일초등학교),209.05331926414385
티테리아 잠실점,음식점 > 카페,서울 송파구 신천동 7-14,서울 송파구 올림픽로35가길 10,02-422-8885,127.1021659843824,37.5172098447787,http://place.map.kakao.com/570548410,잠실6동 티카페,209032.00000005425,446419.1000007808,3120227,잠실역,366.7105269388341
